Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
,Penasco Medical and Dental Clinics,15136 State Road 75,Penasco,NM,87553,Taos,Rural,,,,,
,Penasco School Clinic,13 School Rd,Penasco,NM,87553,Taos,Rural,,,,,
,Rio Arriba Health Commons,2010 Industrial Park Rd,Espanola,NM,87532-3600,Rio Arriba,Rural,,,,,
,Robertson High School Based Clinic,1236 5th St,Las Vegas,NM,87701-4337,San Miguel,Rural,,,,,
,ROY CLINIC,555 Wagon Mound Hwy,Roy,NM,87743,Harding,Rural,,,,,
,SAN MIGUEL CLINIC,275 State Highway 3,Ribera,NM,87560,San Miguel,Rural,,,,,
,Sierra Vista School Based Clinic,475 Legion Dr,Las Vegas,NM,87701,San Miguel,Rural,,,,,
,Springer Medical & Dental Clinic,502 4th St,Springer,NM,87747-8093,Colfax,Rural,,,,,
,Springer School-Based Health Center,1401 8th St,Springer,NM,87747,Colfax,Rural,,,,,
,Taos Clinic,1331 Gusdorf Rd,Taos,NM,87571-6282,Taos,Rural,,,,,
,Taos HS Wellness Center/Taos High School,134 Cervantes St,Taos,NM,87571-6163,Taos,Rural,,,,,
,Taos MS Wellness Center/Taos Middle School,235 Paseo del Canon E,Taos,NM,87571-6239,Taos,Rural,,,,,
,TRUCHAS CLINIC,60 County Road 75,Truchas,NM,87578,Rio Arriba,Rural,,,,,
,WAGON MOUND CLINIC,604 Catron Ave,Wagon Mound,NM,87752-0059,Mora,Rural,,,,,
Dental Health,6359993543,EL CENTRO FAMILY HEALTH,Federally Qualified Health Center,New Mexico,"Rio Arriba County, NM",,25,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bond Street Medical Clinic,711 E Bond St,Espanola,NM,87532-2729,Rio Arriba,Rural,,,,,
,Carlos Vigil Middle School,Industrial Park Rd,Espanola,NM,87532,Rio Arriba,Rural,,,,,
,COYOTE CLINIC,3396 State Road 96,Coyote,NM,87012-9712,Rio Arriba,Rural,,,,,
,El Centro Family Health Administration,538 N Paseo de Onate,Espanola,NM,87532-2618,Rio Arriba,Rural,,,,,
,Embudo Medical Clinic,2243 State Highway 68,Embudo,NM,87531-5006,Rio Arriba,Rural,,,,,
,Espanola Dental Clinic,608 La Joya St STE B,Espanola,NM,87532-3467,Santa Fe,Non-Rural,,,,,
,Espanola Valley High School Clinic,1111 El Llano Rd,Espanola,NM,87532-6727,Rio Arriba,Rural,,,,,
,La Loma Clinic,1044 La Loma Rd,Anton Chico,NM,87711-2003,Guadalupe,Rural,,,,,
,Las Vegas Medical & Dental Clinic,1235 8th St,Las Vegas,NM,87701-4254,San Miguel,Rural,,,,,
,Penasco Medical and Dental Clinics,15136 State Road 75,Penasco,NM,87553,Taos,Rural,,,,,
,Penasco School Clinic,13 School Rd,Penasco,NM,87553,Taos,Rural,,,,,
,Rio Arriba Health Commons,2010 Industrial Park Rd,Espanola,NM,87532-3600,Rio Arriba,Rural,,,,,
,Robertson High School Based Clinic,1236 5th St,Las Vegas,NM,87701-4337,San Miguel,Rural,,,,,
,ROY CLINIC,555 Wagon Mound Hwy,Roy,NM,87743,Harding,Rural,,,,,
,SAN MIGUEL CLINIC,275 State Highway 3,Ribera,NM,87560,San Miguel,Rural,,,,,
,Sierra Vista School Based Clinic,475 Legion Dr,Las Vegas,NM,87701,San Miguel,Rural,,,,,
,Springer Medical & Dental Clinic,502 4th St,Springer,NM,87747-8093,Colfax,Rural,,,,,
,Springer School-Based Health Center,1401 8th St,Springer,NM,87747,Colfax,Rural,,,,,
,Taos Clinic,1331 Gusdorf Rd,Taos,NM,87571-6282,Taos,Rural,,,,,
,Taos HS Wellness Center/Taos High School,134 Cervantes St,Taos,NM,87571-6163,Taos,Rural,,,,,
,Taos MS Wellness Center/Taos Middle School,235 Paseo del Canon E,Taos,NM,87571-6239,Taos,Rural,,,,,
,TRUCHAS CLINIC,60 County Road 75,Truchas,NM,87578,Rio Arriba,Rural,,,,,
,WAGON MOUND CLINIC,604 Catron Ave,Wagon Mound,NM,87752-0059,Mora,Rural,,,,,
Primary Care,1357968190,First Nations Community Healthsource,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,16,Designated,Non-Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
Mental Health,7357522501,First Nations Community Healthsource,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,18,NA,Designated,Non-Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
Dental Health,6352404551,First Nations Community Healthsource,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
Primary Care,1356558106,ISLETA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,16,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ISLETA HEALTH CENTER,1 Sagebrush St SW,Albuquerque,NM,87105-3942,Bernalillo,Non-Rural,,,,,
Mental Health,735999355L,ISLETA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,18,NA,Designated,Non-Rural,11/28/2018,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ISLETA HEALTH CENTER,1 Sagebrush St SW,Albuquerque,NM,87105-3942,Bernalillo,Non-Rural,,,,,
Dental Health,635999355S,ISLETA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,11/28/2018,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ISLETA HEALTH CENTER,1 Sagebrush St SW,Albuquerque,NM,87105-3942,Bernalillo,Non-Rural,,,,,
Primary Care,1354060628,KEWA PUEBLO HEALTH CORPORATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,13,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,KEWA PUEBLO HEALTH CORPORATION,85 NM-22,Santo Domingo Pueblo,NM,87052,Sandoval,Rural,,,,,
Mental Health,7358860704,KEWA PUEBLO HEALTH CORPORATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,KEWA PUEBLO HEALTH CORPORATION,85 NM-22,Santo Domingo Pueblo,NM,87052,Sandoval,Rural,,,,,
Dental Health,6353222416,KEWA PUEBLO HEALTH CORPORATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,KEWA PUEBLO HEALTH CORPORATION,85 NM-22,Santo Domingo Pueblo,NM,87052,Sandoval,Rural,,,,,
Primary Care,1355385835,First Nations Community Healthsource - Central,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,16,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource - Central,7317 Central Ave NE,Albuquerque,NM,87108-2015,Bernalillo,Non-Rural,,,,,
Mental Health,7358997864,First Nations Community Healthsource - Central,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,16,NA,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource - Central,7317 Central Ave NE,Albuquerque,NM,87108-2015,Bernalillo,Non-Rural,,,,,
Dental Health,6359314850,First Nations Community Healthsource - Central,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,NA,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,First Nations Community Healthsource - Central,7317 Central Ave NE,Albuquerque,NM,87108-2015,Bernalillo,Non-Rural,,,,,
Primary Care,1356887130,New Laguna Community Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,20,18,Designated,Rural,04/22/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,New Laguna Community Health Center,6 Basswood Rd,Casa Blanca,NM,87007-1004,Cibola,Rural,,,,,
Mental Health,7358231390,New Laguna Community Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,19,NA,Designated,Rural,04/22/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,New Laguna Community Health Center,6 Basswood Rd,Casa Blanca,NM,87007-1004,Cibola,Rural,,,,,
Dental Health,6353932244,New Laguna Community Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,NA,Designated,Rural,04/22/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,New Laguna Community Health Center,6 Basswood Rd,Casa Blanca,NM,87007-1004,Cibola,Rural,,,,,
Primary Care,1359993595,San Felipe Health Station,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,14,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,San Felipe Health Station,3 W Cedar Rd,Algodones,NM,87001-5006,Sandoval,Rural,,,,,
Mental Health,7359993522,San Felipe Health Station,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,San Felipe Health Station,3 W Cedar Rd,Algodones,NM,87001-5006,Sandoval,Rural,,,,,
Dental Health,6359993530,San Felipe Health Station,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,San Felipe Health Station,3 W Cedar Rd,Algodones,NM,87001-5006,Sandoval,Rural,,,,,
Primary Care,1359993589,SANTA CLARA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,20,13,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANTA CLARA HEALTH CENTER,30 Los Alamos Hwy,Espanola,NM,87532-2747,Rio Arriba,Rural,,,,,
Mental Health,735999355M,SANTA CLARA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,20,NA,Designated,Rural,03/01/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANTA CLARA HEALTH CENTER,30 Los Alamos Hwy,Espanola,NM,87532-2747,Rio Arriba,Rural,,,,,
Dental Health,635999355T,SANTA CLARA HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,20,NA,Designated,Rural,03/01/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANTA CLARA HEALTH CENTER,30 Los Alamos Hwy,Espanola,NM,87532-2747,Rio Arriba,Rural,,,,,
Primary Care,1352723756,TOADLENA HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,19,21,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TOADLENA HEALTH STATION,"Navajo Route 19, 55 miles southwest of Shiprock, NM",Toadlena,NM,87324,San Juan,Rural,,,,,
Mental Health,7359941941,TOADLENA HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,21,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TOADLENA HEALTH STATION,"Navajo Route 19, 55 miles southwest of Shiprock, NM",Toadlena,NM,87324,San Juan,Rural,,,,,
Dental Health,6352094892,TOADLENA HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,22,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TOADLENA HEALTH STATION,"Navajo Route 19, 55 miles southwest of Shiprock, NM",Toadlena,NM,87324,San Juan,Rural,,,,,
Primary Care,1359772349,"Eight Northern Indian Pueblo Council, Inc. (Circle of Life)","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,20,15,Designated,Rural,02/05/2024,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"Eight Northern Indian Pueblo Council, Inc. (Circle of Life)",P.O. Box 969,Ohkay Owingeh,NM,87566,Rio Arriba,Rural,,,,,
Mental Health,7352244420,"Eight Northern Indian Pueblo Council, Inc. (Circle of Life)","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,17,NA,Designated,Rural,02/05/2024,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"Eight Northern Indian Pueblo Council, Inc. (Circle of Life)",P.O. Box 969,Ohkay Owingeh,NM,87566,Rio Arriba,Rural,,,,,
Dental Health,6351409827,"Eight Northern Indian Pueblo Council, Inc. (Circle of Life)","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,17,NA,Designated,Rural,02/05/2024,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"Eight Northern Indian Pueblo Council, Inc. (Circle of Life)",P.O. Box 969,Ohkay Owingeh,NM,87566,Rio Arriba,Rural,,,,,
Primary Care,1359993557,Presbyterian Medical Services,Federally Qualified Health Center,New Mexico,"Santa Fe County, NM",,22,16,Designated,Non-Rural,10/26/2002,10/07/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,PMS - Academy for Technology & the Classics (ATC),74 A Van Nu Po,Santa Fe,NM,87508-1465,Santa Fe,Non-Rural,,,,,
,PMS - Alamogordo Behavioral Health Family Health Center,2360 Indian Wells Rd,Alamogordo,NM,88310-4609,Otero,Rural,,,,,
,PMS - Alamogordo Family Health Center,1501 10th St,Alamogordo,NM,88310-5044,Otero,Rural,,,,,
,PMS - Amy Biehl Communty School,310 Avenida del Sur,Santa Fe,NM,87508-1565,Santa Fe,Non-Rural,,,,,
,PMS - Artesia Family Health Center,1105 Memorial Dr,Artesia,NM,88210-1189,Eddy,Rural,,,,,
,PMS - Artesia Family Health Center PSR,1103 Memorial Dr,Artesia,NM,88210-1189,Eddy,Rural,,,,,
,PMS - Aspen Community Magnet School,450 La Madera St,Santa Fe,NM,87501-2420,Santa Fe,Non-Rural,,,,,
,PMS - Atalaya Elementary School,721 Camino Cabra,Santa Fe,NM,87505-5964,Santa Fe,Non-Rural,,,,,
,PMS - Carlsbad Family Health Center Behavioral Health,914 N Canal St,Carlsbad,NM,88220-5110,Eddy,Rural,,,,,
,PMS - CARLSBAD FAMILY HLTH CTR,2013 San Jose Blvd,Carlsbad,NM,88220-5426,Eddy,Rural,,,,,
,"PMS - CARLSBAD SCHOOL BASED HLTH CTR, THE CAVE",3000 W Church St,Carlsbad,NM,88220-3110,Eddy,Rural,,,,,
,PMS - Cesar Chavez Elementary School,6251 Jaguar Dr,Santa Fe,NM,87507-1618,Santa Fe,Non-Rural,,,,,
,PMS - Chaparral  Family Health Center,204 Angelina Blvd,Chaparral,NM,88081-7558,Otero,Rural,,,,,
,PMS - COUNSELOR CLINIC,9837 US-550,Counselor,NM,87018,Sandoval,Rural,,,,,
,PMS - Cuba Elementary School,4 School Rd,Cuba,NM,87013-1302,Sandoval,Rural,,,,,
,PMS - Cuba Health Center,6349 US Highway 550,Cuba,NM,87013-6032,Sandoval,Rural,,,,,
,PMS - Cuba School-Based Health Center,50 County Rd 13,Cuba,NM,87013-0197,Sandoval,Rural,,,,,
,PMS - Deming Behavioral Health Health Center,901 W Hickory St,Deming,NM,88030-4046,Luna,Rural,,,,,
,PMS - Deming Health Center,300 S Diamond Ave,Deming,NM,88030-3752,Luna,Rural,,,,,
,PMS - Desert Sage Academy,351 W Zia Rd,Santa Fe,NM,87505-5724,Santa Fe,Non-Rural,,,,,
,PMS - Early College Opportunities (ECO) High School,2301 W Zia Rd,Santa Fe,NM,87505-7017,Santa Fe,Non-Rural,,,,,
,PMS - El Camino Real Academy,2500 S Meadows Rd,Santa Fe,NM,87507-3601,Santa Fe,Non-Rural,,,,,
,PMS - Eldorado Community School,2 Avenida Torreon,Santa Fe,NM,87508-8852,Santa Fe,Non-Rural,,,,,
,PMS - Espanola Family Wellness Center,1200 N Paseo de Onate,Espanola,NM,87532-2687,Rio Arriba,Rural,,,,,
,PMS - ESPERANZA FAMILY HEALTH CENTER,903 5th St APT C,Estancia,NM,87016-1155,Torrance,Rural,,,,,
,PMS - Express Care by Presbyterian Medical Services,202 E Church St,Carlsbad,NM,88220-6308,Eddy,Rural,,,,,
,PMS - FARMINGTON COMM HLTH CTR,1001 W Broadway STE D,Farmington,NM,87401-5638,San Juan,Non-Rural,,,,,
,PMS - FARMINGTON COMM HLTH CTR,1001 W Broadway STE E,Farmington,NM,87401-5638,San Juan,Non-Rural,,,,,
,PMS - Grants Family Counseling,1040 Sakelares Blvd,Grants,NM,87020-3819,Cibola,Rural,,,,,
,PMS - Grants Family Health Center,1217 Bonita St,Grants,NM,87020-2103,Cibola,Rural,,,,,
,PMS - HOBBS FAMILY HEALTH CENTER,200 W Lea St,Hobbs,NM,88240-5110,Lea,Rural,,,,,
,PMS - Hopewell Family Health Center,1775 Hopewell St,Santa Fe,NM,87505-3896,Santa Fe,Non-Rural,,,,,
,PMS - Kearny Elementary School,901 Avenida de las Campanas,Santa Fe,NM,87507-5369,Santa Fe,Non-Rural,,,,,
,PMS - LOVING HEALTH CTR,602 S 4th St,Loving,NM,88256,Eddy,Rural,,,,,
,PMS - Lybrook Elementary/Middle School,9935 US Highway 550,Counselor,NM,87018,Rio Arriba,Rural,,,,,
,PMS - MAGDALENA AREA HLTH CENTER,801 W 10th St,Magdalena,NM,87825,Socorro,Rural,,,,,
,PMS - Mandela International Magnet School,1604 Agua Fria St,Santa Fe,NM,87505-0912,Santa Fe,Non-Rural,,,,,
,PMS - Milagro Middle School,341 W Zia Rd,Santa Fe,NM,87505-5724,Santa Fe,Non-Rural,,,,,
,PMS - Monte del Sol Charter School,4157 Walking Rain Rd,Santa Fe,NM,87507-0825,Santa Fe,Non-Rural,,,,,
,PMS - MOUNTAINAIR FAM HLTH CTR,105 Pinon St W,Mountainair,NM,87036-0049,Torrance,Rural,,,,,
,PMS - Nina Otero Community School,5901 Herrera Dr,Santa Fe,NM,87507-2676,Santa Fe,Non-Rural,,,,,
,PMS - OJO ENCINO CLINIC,2 Ojo Encino,Cuba,NM,87013,Sandoval,Rural,,,,,
,PMS - Ojo Encino Day School,5 Ojo Encino,Cuba,NM,87013,Sandoval,Rural,,,,,
,PMS - Ortiz Middle School,4161 S Meadows Rd,Santa Fe,NM,87507-3060,Santa Fe,Non-Rural,,,,,
,PMS - Pecos Valley Medical Center,199 Nm Highway 50,Pecos,NM,87552,San Miguel,Rural,,,,,
,PMS - Pecos Valley Medical Center,199 Nm Highway 50,Pecos,NM,87552,San Miguel,Rural,,,,,
,PMS - Pecos Valley Medical Center School-Based Health Center,28 Panther Pkwy,Pecos,NM,87552,San Miguel,Rural,,,,,
,PMS - QUAY CTY FAMILY HLTH CTR,1302 E Main St,Tucumcari,NM,88401-2508,Quay,Rural,,,,,
,PMS - QUESTA HEALTH CENTER,2573 State Hwy 522,Questa,NM,87556,Taos,Rural,,,,,
,PMS - Questa Junior/Senior High School,57 Sagebrush Rd,Questa,NM,87556,Taos,Rural,,,,,
,PMS - Ramirez Thomas Elementary School,3200 Calle Po Ae Pi,Santa Fe,NM,87507-7767,Santa Fe,Non-Rural,,,,,
,PMS - Rio Rancho Family Health Center PSR,224 Unser Blvd NE,Rio Rancho,NM,87124-4044,Sandoval,Non-Rural,,,,,
,PMS - RIO RANCHO FAMILY HLTH CTR,184 Unser Blvd NE,Rio Rancho,NM,87124-4045,Sandoval,Non-Rural,,,,,
,PMS - Ruidoso Behavioral Health Center,1400 Sudderth Dr,Ruidoso,NM,88345-6103,Lincoln,Rural,,,,,
,PMS - SACRAMENTO MTN MEDICAL CTR,74 James Canyon Hwy,Cloudcroft,NM,88317-1139,Otero,Rural,,,,,
,PMS - Salazar Elementary School,1231 Apache Ave,Santa Fe,NM,87505-3209,Santa Fe,Non-Rural,,,,,
,PMS - Sandoval County Health Commons Dental Services,1500 Idalia BLDG B,Bernalillo,NM,87004-6303,Sandoval,Non-Rural,,,,,
,PMS - Santa Fe Family Health Center,4730 Beckner Rd,Santa Fe,NM,87507-3691,Santa Fe,Non-Rural,,,,,
,PMS - Sweeney Elementary School,501 Airport Rd,Santa Fe,NM,87507-2876,Santa Fe,Non-Rural,,,,,
,PMS - TEEN HEALTH CENTER - SANTA FE HS,2100 Yucca St,Santa Fe,NM,87505-5456,Santa Fe,Non-Rural,,,,,
,PMS - TEEN HEALTH CENTER-CAPITAL HS,4851 Paseo del Sol,Santa Fe,NM,87507-3027,Santa Fe,Non-Rural,,,,,
,PMS - TORREON  HEALTH CLINIC,2500 State Highway 197,Cuba,NM,87013,Sandoval,Rural,,,,,
,PMS - Torreon Day School,2600 NM-197,Cuba,NM,87013,Sandoval,Rural,,,,,
,PMS - TOTAH BEHAVORIAL HLTH AUTHORITY,1615 Ojo Ct,Farmington,NM,87401,San Juan,Rural,,,,,
,PMS - TULAROSA MEDICAL CENTER,111 Central Ave,Tularosa,NM,88352-2063,Otero,Rural,,,,,
,PMS - Valley Community Health Center,835 Spruce St,Espanola,NM,87532-3455,Rio Arriba,Rural,,,,,
,PMS - Valley Community Health Center,"835 Spruce St, Ste B",Espanola,NM,87532-3455,Rio Arriba,Rural,,,,,
,PMS - Veguita Family Health Center,1 Salomon Griego Dr,Veguita,NM,87062,Socorro,Rural,,,,,
,PMS - WESTERN NM MED GRP - THOREAU,15 E Navarre Blvd,Thoreau,NM,87323-0107,McKinley,Rural,,,,,
,PMS - WESTERN NM MED GRP-BH - GALLUP,2025 E Aztec Ave,Gallup,NM,87301-4803,McKinley,Rural,,,,,
,PMS - Western NM Medical Group - Gallup PSR,2069 E Aztec Ave,Gallup,NM,87301-4803,McKinley,Rural,,,,,
,PMS - WESTERN NM MEDICAL GRP - GALLUP,610 N Fifth St,Gallup,NM,87301-5306,McKinley,Rural,,,,,
,PMS - Wood Gormley Elementary School,141 E Booth St,Santa Fe,NM,87505-2617,Santa Fe,Non-Rural,,,,,
,PMS -ORTIZ MOUNTAIN HLTH CENTER,06B Main St,Cerrillos,NM,87010-9998,Santa Fe,Rural,,,,,
,PMS Socorro Mental Health,1200 Highway 60,Socorro,NM,87801-3914,Socorro,Rural,,,,,
,PMS- GALLUP TEEN HEALTH CENTER,1055 1/2 Rico St,Gallup,NM,87301,McKinley,Rural,,,,,
,PMS-SOCORRO COMM HEALTH CENTER,1300 Enterprise Rd,Socorro,NM,87801-4199,Socorro,Rural,,,,,
,PRESBYTERIAN MEDICAL SERVICES,1422 Paseo de Peralta,Santa Fe,NM,87501-4327,Santa Fe,Non-Rural,,,,,
,Presbyterian Medical Services Family Health Center,2300 Grande Blvd SE,Rio Rancho,NM,87124-1755,Sandoval,Non-Rural,,,,,
Mental Health,7359993520,Presbyterian Medical Services,Federally Qualified Health Center,New Mexico,"Santa Fe County, NM",,21,NA,Designated,Non-Rural,05/20/2003,10/07/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,PMS - Academy for Technology & the Classics (ATC),74 A Van Nu Po,Santa Fe,NM,87508-1465,Santa Fe,Non-Rural,,,,,
,PMS - Alamogordo Behavioral Health Family Health Center,2360 Indian Wells Rd,Alamogordo,NM,88310-4609,Otero,Rural,,,,,
,PMS - Alamogordo Family Health Center,1501 10th St,Alamogordo,NM,88310-5044,Otero,Rural,,,,,
,PMS - Amy Biehl Communty School,310 Avenida del Sur,Santa Fe,NM,87508-1565,Santa Fe,Non-Rural,,,,,
,PMS - Artesia Family Health Center,1105 Memorial Dr,Artesia,NM,88210-1189,Eddy,Rural,,,,,
,PMS - Artesia Family Health Center PSR,1103 Memorial Dr,Artesia,NM,88210-1189,Eddy,Rural,,,,,
,PMS - Aspen Community Magnet School,450 La Madera St,Santa Fe,NM,87501-2420,Santa Fe,Non-Rural,,,,,
,PMS - Atalaya Elementary School,721 Camino Cabra,Santa Fe,NM,87505-5964,Santa Fe,Non-Rural,,,,,
,PMS - Carlsbad Family Health Center Behavioral Health,914 N Canal St,Carlsbad,NM,88220-5110,Eddy,Rural,,,,,
,PMS - CARLSBAD FAMILY HLTH CTR,2013 San Jose Blvd,Carlsbad,NM,88220-5426,Eddy,Rural,,,,,
,"PMS - CARLSBAD SCHOOL BASED HLTH CTR, THE CAVE",3000 W Church St,Carlsbad,NM,88220-3110,Eddy,Rural,,,,,
,PMS - Cesar Chavez Elementary School,6251 Jaguar Dr,Santa Fe,NM,87507-1618,Santa Fe,Non-Rural,,,,,
,PMS - Chaparral  Family Health Center,204 Angelina Blvd,Chaparral,NM,88081-7558,Otero,Rural,,,,,
,PMS - COUNSELOR CLINIC,9837 US-550,Counselor,NM,87018,Sandoval,Rural,,,,,
,PMS - Cuba Elementary School,4 School Rd,Cuba,NM,87013-1302,Sandoval,Rural,,,,,
,PMS - Cuba Health Center,6349 US Highway 550,Cuba,NM,87013-6032,Sandoval,Rural,,,,,
,PMS - Cuba School-Based Health Center,50 County Rd 13,Cuba,NM,87013-0197,Sandoval,Rural,,,,,
,PMS - Deming Behavioral Health Health Center,901 W Hickory St,Deming,NM,88030-4046,Luna,Rural,,,,,
,PMS - Deming Health Center,300 S Diamond Ave,Deming,NM,88030-3752,Luna,Rural,,,,,
,PMS - Desert Sage Academy,351 W Zia Rd,Santa Fe,NM,87505-5724,Santa Fe,Non-Rural,,,,,
